assembly	EHEC
GCF_004960955.1_ASM496095v1_genomic	0
GCF_002530685.1_ASM253068v1_genomic	0
GCF_001912005.1_ASM191200v1_genomic	0
GCF_004353315.1_ASM435331v1_genomic	0
GCF_003292315.1_ASM329231v1_genomic	0
GCF_007826925.1_ASM782692v1_genomic	0
GCF_013366895.1_ASM1336689v1_genomic	0
GCF_002001825.1_ASM200182v1_genomic	0
GCF_003268735.1_ASM326873v1_genomic	0
GCF_003292055.1_ASM329205v1_genomic	0
GCF_002993645.1_ASM299364v1_genomic	0
GCF_002917355.1_ASM291735v1_genomic	0
GCF_009898535.1_ASM989853v1_genomic	0
GCF_013342495.1_ASM1334249v1_genomic	0
GCF_004282465.1_ASM428246v1_genomic	0
GCF_001563405.1_ASM156340v1_genomic	0
GCF_014862965.1_ASM1486296v1_genomic	0
GCF_004566565.1_ASM456656v1_genomic	0
GCF_011043615.1_ASM1104361v1_genomic	0
GCF_002927735.1_ASM292773v1_genomic	0
GCF_002942705.1_ASM294270v1_genomic	0
GCF_001912035.1_ASM191203v1_genomic	0
GCF_001420135.1_ASM142013v1_genomic	0
GCF_001614555.1_ASM161455v1_genomic	0
GCF_001700105.1_ASM170010v1_genomic	0
GCF_004767855.1_ASM476785v1_genomic	0
GCF_002942765.1_ASM294276v1_genomic	0
GCF_013341985.1_ASM1334198v1_genomic	0
GCF_002917315.1_ASM291731v1_genomic	0
GCF_001912225.1_ASM191222v1_genomic	0
GCF_001942105.1_86J1_genomic	0
GCF_015229195.1_ASM1522919v1_genomic	0
GCF_000754845.1_ASM75484v1_genomic	0
GCF_015206795.1_ASM1520679v1_genomic	0
GCF_014893145.1_ASM1489314v1_genomic	0
GCF_014494415.1_ASM1449441v1_genomic	0
GCF_001615305.1_ASM161530v1_genomic	0
GCF_001615295.1_ASM161529v1_genomic	0
GCF_002190605.1_ASM219060v1_genomic	0
GCF_001911015.1_ASM191101v1_genomic	0
GCF_001910915.1_ASM191091v1_genomic	0
GCF_001617115.1_ASM161711v1_genomic	0
GCF_001990845.1_ASM199084v1_genomic	0
GCF_002134455.1_ASM213445v1_genomic	0
GCF_000749575.1_ASM74957v1_genomic	0
GCF_003983445.1_ASM398344v1_genomic	0
GCF_013404205.1_ASM1340420v1_genomic	0
GCF_013073485.1_ASM1307348v1_genomic	0
GCF_013073925.1_ASM1307392v1_genomic	0
GCF_014494475.1_ASM1449447v1_genomic	0
GCF_004380155.1_ASM438015v1_genomic	0
GCF_000780895.1_ASM78089v1_genomic	0
GCF_004378015.1_ASM437801v1_genomic	0
GCF_011404755.1_ASM1140475v1_genomic	0
GCF_013342815.1_ASM1334281v1_genomic	0
GCF_000781115.1_ASM78111v1_genomic	0
GCF_013602485.1_ASM1360248v1_genomic	0
GCF_003291995.1_ASM329199v1_genomic	0
GCF_003686445.1_ASM368644v1_genomic	0
GCF_013074075.1_ASM1307407v1_genomic	0
GCF_014216475.1_ASM1421647v1_genomic	0
GCF_012978065.1_ASM1297806v1_genomic	0
GCF_002001715.1_ASM200171v1_genomic	0
GCF_013073765.1_ASM1307376v1_genomic	0
GCF_001957205.1_ASM195720v1_genomic	0
GCF_003721935.1_ASM372193v1_genomic	0
GCF_015229355.1_ASM1522935v1_genomic	0
GCF_013073655.1_ASM1307365v1_genomic	0
GCF_002507985.1_ASM250798v1_genomic	0
GCF_004380145.1_ASM438014v1_genomic	0
GCF_009790615.1_ASM979061v1_genomic	0
GCF_002951855.1_ASM295185v1_genomic	0
GCF_013850935.1_ASM1385093v1_genomic	0
GCF_004377905.1_ASM437790v1_genomic	0
GCF_002917395.1_ASM291739v1_genomic	0
GCF_015693345.1_ASM1569334v1_genomic	0
GCF_009707915.1_ASM970791v1_genomic	0
GCF_013185735.1_ASM1318573v1_genomic	0
GCF_011032585.1_ASM1103258v1_genomic	0
GCF_014325365.1_ASM1432536v1_genomic	0
GCF_009790775.1_ASM979077v1_genomic	0
GCF_009790915.1_ASM979091v1_genomic	0
GCF_008370755.1_ASM837075v1_genomic	0
GCF_004567855.1_ASM456785v1_genomic	0
GCF_003651425.1_ASM365142v1_genomic	0
GCF_003008975.1_ASM300897v1_genomic	0
GCF_003009255.1_ASM300925v1_genomic	0
GCF_003009935.1_ASM300993v1_genomic	0
GCF_002769495.1_ASM276949v1_genomic	0
GCF_002769175.1_ASM276917v1_genomic	0
GCF_002923495.1_ASM292349v1_genomic	0
GCF_002917415.1_ASM291741v1_genomic	0
GCF_003290535.1_ASM329053v1_genomic	0
GCF_003290605.1_ASM329060v1_genomic	0
GCF_003291235.1_ASM329123v1_genomic	0
GCF_003292975.1_ASM329297v1_genomic	0
GCF_003304335.1_ASM330433v1_genomic	0
GCF_003048105.1_ASM304810v1_genomic	0
GCF_001911825.1_ASM191182v1_genomic	0
GCF_001911555.1_ASM191155v1_genomic	0
GCF_001901405.1_ASM190140v1_genomic	0
GCF_001900595.1_ASM190059v1_genomic	0
GCF_001901425.1_ASM190142v1_genomic	0
GCF_001900515.1_ASM190051v1_genomic	0
GCF_012556445.1_ASM1255644v1_genomic	0
GCF_011032475.1_ASM1103247v1_genomic	0
GCF_014325375.1_ASM1432537v1_genomic	0
GCF_014325345.1_ASM1432534v1_genomic	0
GCF_014325405.1_ASM1432540v1_genomic	0
GCF_009296295.1_ASM929629v1_genomic	0
GCF_009296305.1_ASM929630v1_genomic	0
GCF_004564035.1_ASM456403v1_genomic	0
GCF_009296375.1_ASM929637v1_genomic	0
GCF_003721715.1_ASM372171v1_genomic	0
GCF_003721835.1_ASM372183v1_genomic	0
GCF_003721895.1_ASM372189v1_genomic	0
GCF_003721975.1_ASM372197v1_genomic	0
GCF_003722015.1_ASM372201v1_genomic	0
GCF_009903585.1_ASM990358v1_genomic	0
GCF_009903595.1_ASM990359v1_genomic	0
GCF_002379295.1_ASM237929v1_genomic	0
GCF_002379315.1_ASM237931v1_genomic	0
GCF_002379265.1_ASM237926v1_genomic	0
GCF_002379285.1_ASM237928v1_genomic	0
GCF_003291615.1_ASM329161v1_genomic	0
GCF_001990965.1_ASM199096v1_genomic	0
GCF_001990925.1_ASM199092v1_genomic	0
GCF_001990875.1_ASM199087v1_genomic	0
GCF_002134645.1_ASM213464v1_genomic	0
GCF_002134745.1_ASM213474v1_genomic	0
GCF_002134465.1_ASM213446v1_genomic	0
GCF_002133535.1_ASM213353v1_genomic	0
GCF_002133515.1_ASM213351v1_genomic	0
GCF_002134325.1_ASM213432v1_genomic	0
GCF_002133505.1_ASM213350v1_genomic	0
GCF_002133925.1_ASM213392v1_genomic	0
GCF_002133455.1_ASM213345v1_genomic	0
GCF_002133855.1_ASM213385v1_genomic	0
GCF_002133835.1_ASM213383v1_genomic	0
GCF_001616755.1_ASM161675v1_genomic	0
GCF_001616735.1_ASM161673v1_genomic	0
GCF_001616665.1_ASM161666v1_genomic	0
GCF_001616615.1_ASM161661v1_genomic	0
GCF_001616585.1_ASM161658v1_genomic	0
GCF_001615035.1_ASM161503v1_genomic	0
GCF_001616345.1_ASM161634v1_genomic	0
GCF_001616175.1_ASM161617v1_genomic	0
GCF_001616095.1_ASM161609v1_genomic	0
GCF_001616045.1_ASM161604v1_genomic	0
GCF_001615545.1_ASM161554v1_genomic	0
GCF_001615415.1_ASM161541v1_genomic	0
GCF_001615355.1_ASM161535v1_genomic	0
GCF_001614955.1_ASM161495v1_genomic	0
GCF_001264215.1_ASM126421v1_genomic	0
GCF_000800495.1_Escherichia_coli_CVM_N38823PS_v._1.0_genomic	0
GCF_000819305.1_Escherichia_coli_CVM_N36099PS_v1.0_genomic	0
GCF_000798195.1_Escherichia_coli_CVM_N33742PS_v._1.0_genomic	0
GCF_000948055.1_ASM94805v1_genomic	0
GCF_000947995.1_ASM94799v1_genomic	0
GCF_000947945.1_ASM94794v1_genomic	0
GCF_000749545.1_ASM74954v1_genomic	0
GCF_000749565.1_ASM74956v1_genomic	0
GCA_005383905.1_ASM538390v1_genomic	0
GCA_005384005.1_ASM538400v1_genomic	0
GCA_005384025.1_ASM538402v1_genomic	0
GCA_005384085.1_ASM538408v1_genomic	0
GCA_005384165.1_ASM538416v1_genomic	0
GCA_005384185.1_ASM538418v1_genomic	0
GCA_005390365.1_ASM539036v1_genomic	0
GCA_005390445.1_ASM539044v1_genomic	0
GCA_005390525.1_ASM539052v1_genomic	0
GCA_005390605.1_ASM539060v1_genomic	0
GCA_005390625.1_ASM539062v1_genomic	0
GCA_005390725.1_ASM539072v1_genomic	0
GCA_005390805.1_ASM539080v1_genomic	0
GCA_005390825.1_ASM539082v1_genomic	0
GCA_005390885.1_ASM539088v1_genomic	0
GCA_005391025.1_ASM539102v1_genomic	0
GCA_005391045.1_ASM539104v1_genomic	0
GCA_005391085.1_ASM539108v1_genomic	0
GCA_005391125.1_ASM539112v1_genomic	0
GCA_005391605.1_ASM539160v1_genomic	0
GCA_005391665.1_ASM539166v1_genomic	0
GCA_005391905.1_ASM539190v1_genomic	0
GCA_005391945.1_ASM539194v1_genomic	0
GCA_005391985.1_ASM539198v1_genomic	0
GCA_005392125.1_ASM539212v1_genomic	0
GCA_005392285.1_ASM539228v1_genomic	0
GCA_005392605.1_ASM539260v1_genomic	0
GCA_005392785.1_ASM539278v1_genomic	0
GCA_005392885.1_ASM539288v1_genomic	0
GCA_005392975.1_ASM539297v1_genomic	0
GCA_005393985.1_ASM539398v1_genomic	0
GCA_005394065.1_ASM539406v1_genomic	0
GCA_005394145.1_ASM539414v1_genomic	0
GCA_005394205.1_ASM539420v1_genomic	0
GCA_005394305.1_ASM539430v1_genomic	0
GCA_005394705.1_ASM539470v1_genomic	0
GCA_005394745.1_ASM539474v1_genomic	0
GCA_005394805.1_ASM539480v1_genomic	0
GCA_005394865.1_ASM539486v1_genomic	0
GCA_005394985.1_ASM539498v1_genomic	0
GCA_005395565.1_ASM539556v1_genomic	0
GCA_005395605.1_ASM539560v1_genomic	0
GCA_005395645.1_ASM539564v1_genomic	0
GCA_005395685.1_ASM539568v1_genomic	0
GCA_005395725.1_ASM539572v1_genomic	0
GCA_005395745.1_ASM539574v1_genomic	0
GCA_005395785.1_ASM539578v1_genomic	0
GCA_005395845.1_ASM539584v1_genomic	0
GCA_005396765.1_ASM539676v1_genomic	0
GCA_005396925.1_ASM539692v1_genomic	0
GCA_005397025.1_ASM539702v1_genomic	0
GCA_005397065.1_ASM539706v1_genomic	0
GCA_005400325.1_ASM540032v1_genomic	0
GCA_005400345.1_ASM540034v1_genomic	0
GCA_005400465.1_ASM540046v1_genomic	0
GCA_005400585.1_ASM540058v1_genomic	0
GCA_005384105.1_ASM538410v1_genomic	0
GCA_005384205.1_ASM538420v1_genomic	1
GCA_005384825.1_ASM538482v1_genomic	0
GCA_005387285.1_ASM538728v1_genomic	0
GCA_005387465.1_ASM538746v1_genomic	0
GCA_005388845.1_ASM538884v1_genomic	0
GCA_005390465.1_ASM539046v1_genomic	0
GCA_005390485.1_ASM539048v1_genomic	0
GCA_005390665.1_ASM539066v1_genomic	0
GCA_005390705.1_ASM539070v1_genomic	0
GCA_005390745.1_ASM539074v1_genomic	1
GCA_005390785.1_ASM539078v1_genomic	0
GCA_005390845.1_ASM539084v1_genomic	0
GCA_005390865.1_ASM539086v1_genomic	0
GCA_005390905.1_ASM539090v1_genomic	0
GCA_005392025.1_ASM539202v1_genomic	0
GCA_005392105.1_ASM539210v1_genomic	0
GCA_005392165.1_ASM539216v1_genomic	0
GCA_005392205.1_ASM539220v1_genomic	0
GCA_005392245.1_ASM539224v1_genomic	0
GCA_005392385.1_ASM539238v1_genomic	0
GCA_005392505.1_ASM539250v1_genomic	0
GCA_005392565.1_ASM539256v1_genomic	0
GCA_005392585.1_ASM539258v1_genomic	0
GCA_005392725.1_ASM539272v1_genomic	0
GCA_005392745.1_ASM539274v1_genomic	0
GCA_005392825.1_ASM539282v1_genomic	0
GCA_005392845.1_ASM539284v1_genomic	0
GCA_005392865.1_ASM539286v1_genomic	0
GCA_005393015.1_ASM539301v1_genomic	0
GCA_005394025.1_ASM539402v1_genomic	0
GCA_005394725.1_ASM539472v1_genomic	0
GCA_005394765.1_ASM539476v1_genomic	0
GCA_005394785.1_ASM539478v1_genomic	0
GCA_005394945.1_ASM539494v1_genomic	0
GCA_005395025.1_ASM539502v1_genomic	0
GCA_005395545.1_ASM539554v1_genomic	0
GCA_005395585.1_ASM539558v1_genomic	0
GCA_005395705.1_ASM539570v1_genomic	0
GCA_005395765.1_ASM539576v1_genomic	0
GCA_005395865.1_ASM539586v1_genomic	0
GCA_005395885.1_ASM539588v1_genomic	0
GCA_005395925.1_ASM539592v1_genomic	0
GCA_005396785.1_ASM539678v1_genomic	0
GCA_005396885.1_ASM539688v1_genomic	0
GCA_005397005.1_ASM539700v1_genomic	0
GCA_005397045.1_ASM539704v1_genomic	0
GCA_005397185.1_ASM539718v1_genomic	0
GCA_005397205.1_ASM539720v1_genomic	0
GCA_005397265.1_ASM539726v1_genomic	0
GCA_005397305.1_ASM539730v1_genomic	0
GCA_005397345.1_ASM539734v1_genomic	0
GCA_005397845.1_ASM539784v1_genomic	0
GCA_005398085.1_ASM539808v1_genomic	0
GCA_005398105.1_ASM539810v1_genomic	0
GCA_005398165.1_ASM539816v1_genomic	0
GCA_005399265.1_ASM539926v1_genomic	0
GCA_005399485.1_ASM539948v1_genomic	0
GCA_005400705.1_ASM540070v1_genomic	0
GCA_005400765.1_ASM540076v1_genomic	1
GCA_005402485.1_ASM540248v1_genomic	0
06QMA126-1-unicyclerassembly	0
06QMA140-2-unicycler-assembly	0
06QMA181-1a-Unicycler-assembly	0
06QMA227-3-Unicycler-assembly	0
07HMPA386-Unicycler-assembly	0
07HMPA903-unicyclerassembly	0
07HMPA966-Canu_pilon	0
09QMA299-3B-Unicycler-assembly	0
09QMA303-1A-unicycler-assembly	0
09QMA311-2-3-Unicycler-assembly	0
09QMA33-1-Unicycler-assembly	0
09QMA47.1_unicycler	0
1429-unicycler-assembly	0
1890-4-Unicycler-assembly	1
2011-O26-Unicycler-assembly	1
2026-O145-unicycler-assembly	1
2039-O26_unicycler	1
2048-O145-unicycler-assembly	1
2142-O103_unicycler	0
2149-O103-unicycler-assembly	1
2206-Unicycler-assembly	0
2236-3b-Flye_assembly	1
2918-O145-Unicycler-assembly	1
3273-O103-flye-racon4-medaka-pilon	1
3313-O111_unicycler-assembly	1
3382-O103-flye-racon3-medaka-consensus	1
3383-O103-flye-racon-medaka-consensus	1
3383-O26b-flye-assembly-2	1
3430-O103-flye-racon-medaka-consensus	1
429-O26_unicycler	1
4747-O26_unicycler	1
6423-O26-pilon-canu	1
97HMPL449-unicycler-assembly	0
97HMPL473-Unicycler-Assembly	0
97HMPL650-unicycler-assembly	0
97HMPL652_unicycler	0
97HMPL657-flye-racon-medaka-pilon	0
97HMPL915-unicycler-assembly	0
98HMPL324-Canu-assembly	0
98HMPL325_unicycler	0
98HMPL475-unicycler-assembly	0
98HMPL479-unicycler	0
98HMPL487-Unicycler-assembly	0
Crl154393_unicycler	1
Crl154395_unicycler	1
Crl154397-Unicycler-assembly	1
Crl169922-Unicycler-assembly	0
Crl169937-Unicycler-assembly	0
CharO103-Unicycler-assembly	0
CharO157-pilon-medaka-racon-flye-assembly	1
EC14-Unicycler-assembly	0
ECA135-canu-pilon	0
ECA193-Unicycler-assembly	0
ECA194-Unicycler-assembly	0
ECA279_unicycler	0
ECA329-flye-racon2-medaka-consensus	0
ECA399-Unicycler-assembly	0
ECA400-pilon-canu	0
ECA447-Unicycler-assembly	0
ECA89-flye-assembly	0
ECA97-Unicycler-assembly2	0
Ecoli-12-1-canu-pilon	1
NC672mucus-flye-pilon	0
NC809-Unicycler-assembly	0
NV34-Unicycler-assembly	0
NV36-unicycler-50x-assembly	0
Slk8430761-flye-racon-medaka-consensus	1
Slk8430767_unicycler	1
